"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Gem_CJuql4","Gem_JW11","Gem_JW3-8s0","Gem_JW9","Gem_obs_UQM2246"
"ybeY","","Endoribonuclease YbeY","5","5","1","1","21368","","","","440","524","456","GJuq_04569","GW11_06439","GJW3_00764","GW9_05409","GUQM_02809"
"nqo4","","NADH-quinone oxidoreductase subunit 4","5","5","1","1","21355","","","","1238","1289","1277","GJuq_04576","GW11_03826","GJW3_06598","GW9_06524","GUQM_00659"
"dmsA","","Dimethyl sulfoxide reductase DmsA precursor","5","5","1","1","20628","","","","1076","2153","1919","GJuq_04606","GW11_07146","GJW3_05860","GW9_05835","GUQM_03021"
"pknB_36","","Serine/threonine-protein kinase PknB","5","5","1","1","27920","","","","1487","1601","1571","GJuq_04607","GW11_07145","GJW3_05855","GW9_05840","GUQM_03020"
"group_1876","","hypothetical protein","5","5","1","1","13763","","","","233","938","779","GJuq_04616","GW11_01706","GJW3_00895","GW9_05194","GUQM_02628"
"group_1877","","hypothetical protein","5","5","1","1","13764","","","","794","800","795","GJuq_04617","GW11_01707","GJW3_00894","GW9_05195","GUQM_02627"
"group_1878","","hypothetical protein","5","5","1","1","26421","","","","1298","1406","1322","GJuq_04673","GW11_03527","GJW3_07074","GW9_07022","GUQM_07017"
"group_1879","","hypothetical protein","5","5","1","1","26438","","","","572","587","579","GJuq_04675","GW11_06390","GJW3_05243","GW9_08564","GUQM_01186"
"ectD_1","","Phytanoyl-CoA dioxygenase (PhyH)","5","5","1","1","28814","","","","845","854","852","GJuq_04730","GW11_01686","GJW3_00721","GW9_05234","GUQM_02650"
"group_1889","","hypothetical protein","5","5","1","1","18130","","","","2522","2615","2584","GJuq_04840","GW11_05070","GJW3_08004","GW9_07913","GUQM_01265"
"group_1890","","hypothetical protein","5","5","1","1","9505","","","","734","1433","1288","GJuq_04848","GW11_04498","GJW3_07856","GW9_07775","GUQM_01273"
"yhdN_2","","General stress protein 69","5","5","1","1","11218","","","","911","917","915","GJuq_04852","GW11_05675","GJW3_00178","GW9_02776","GUQM_00623"
"surE_1","","5'-nucleotidase SurE","5","5","1","1","22384","","","","770","779","772","GJuq_04864","GW11_02854","GJW3_02447","GW9_03367","GUQM_05631"
"glnG_3","","Nitrogen regulation protein NR(I)","5","5","1","1","18549","","","","1445","1460","1452","GJuq_04897","GW11_00231","GJW3_02045","GW9_00114","GUQM_02232"
"group_1897","","hypothetical protein","5","5","1","1","18810","","","","998","1478","1378","GJuq_04913","GW11_00396","GJW3_01465","GW9_00678","GUQM_00587"
"pqqE_1","","pyrroloquinoline quinone biosynthesis protein PqqE","5","5","1","1","19088","","","","1097","1148","1125","GJuq_05073","GW11_07995","GJW3_02970","GW9_02766","GUQM_04176"
"nrdJ","","Vitamin B12-dependent ribonucleotide reductase","5","5","1","1","21627","","","","3707","4865","3956","GJuq_05091","GW11_00990","GJW3_04246","GW9_04460","GUQM_05537"
"group_1906","","putative FAD-linked oxidoreductase","5","5","1","1","19949","","","","1484","1490","1487","GJuq_05183","GW11_02424","GJW3_03255","GW9_01987","GUQM_03698"
"garR","","2-hydroxy-3-oxopropionate reductase","5","5","1","1","24379","","","","908","908","908","GJuq_05291","GW11_00626","GJW3_02087","GW9_02914","GUQM_06209"
"mlhB","","Monoterpene epsilon-lactone hydrolase","5","5","1","1","27187","","","","878","887","880","GJuq_05294","GW11_06643","GJW3_04109","GW9_00435","GUQM_05797"
"yagE","","4-hydroxy-tetrahydrodipicolinate synthase","5","5","1","1","5667","","","","470","917","815","GJuq_05368","GW11_02160","GJW3_03909","GW9_03480","GUQM_03744"
"hddC_4","","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase","5","5","1","1","19345","","","","260","686","600","GJuq_05447","GW11_03523","GJW3_06117","GW9_06015","GUQM_01672"
"group_1926","","Trehalose utilisation","5","5","1","1","2713","","","","893","914","901","GJuq_05475","GW11_05683","GJW3_00108","GW9_05695","GUQM_00675"
"cefD","","Isopenicillin N epimerase","5","5","1","1","5687","","","","1232","1304","1262","GJuq_05476","GW11_02167","GJW3_02145","GW9_02905","GUQM_03854"
"ghrB","","Glyoxylate/hydroxypyruvate reductase B","5","5","1","1","8272","","","","917","992","974","GJuq_05518","GW11_03811","GJW3_07595","GW9_07510","GUQM_01487"
"lpdG","","Dihydrolipoamide dehydrogenase","5","5","1","1","11820","","","","1415","1415","1415","GJuq_05531","GW11_04156","GJW3_07767","GW9_07681","GUQM_00981"
"ycaC","","putative hydrolase","5","5","1","1","16023","","","","560","578","566","GJuq_05561","GW11_02246","GJW3_04415","GW9_01549","GUQM_04772"
"group_1937","","hypothetical protein","5","5","1","1","2879","","","","632","641","634","GJuq_05609","GW11_05697","GJW3_05876","GW9_05820","GUQM_07567"
"fusA_1","","Elongation factor G","5","5","1","1","22653","","","","2144","2147","2145","GJuq_05638","GW11_07087","GJW3_03066","GW9_02100","GUQM_04982"
"hisA_2","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","5","5","1","1","22658","","","","722","743","729","GJuq_05639","GW11_07088","GJW3_03065","GW9_02101","GUQM_04981"
"cbiX","","Sirohydrochlorin ferrochelatase","5","5","1","1","22677","","","","374","401","383","GJuq_05644","GW11_06358","GJW3_07927","GW9_07853","GUQM_02457"
"apr_1","","Subtilisin BL","5","5","1","1","22669","","","","635","965","835","GJuq_05646","GW11_06218","GJW3_04171","GW9_01353","GUQM_02916"
"group_1944","","hypothetical protein","5","5","1","1","379","","","","248","260","254","GJuq_05704","GW11_02777","GJW3_04025","GW9_01218","GUQM_07168"
"iolI_2","","Inosose isomerase","5","5","1","1","22594","","","","908","977","941","GJuq_05774","GW11_06027","GJW3_08610","GW9_07984","GUQM_02442"
"group_1946","","hypothetical protein","5","5","1","1","7933","","","","1364","1445","1411","GJuq_05829","GW11_05150","GJW3_05214","GW9_08830","GUQM_06893"
"group_1947","","Bacterial Ig-like domain (group 2)","5","5","1","1","5833","","","","2510","2528","2521","GJuq_05845","GW11_05966","GJW3_01348","GW9_01427","GUQM_05643"
"bceA","","putative ABC transporter ATP-binding protein/MT1014","5","5","1","1","17150","","","","635","899","835","GJuq_05937","GW11_03069","GJW3_08579","GW9_07953","GUQM_07080"
"drrA_4","","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","5","5","1","1","25569","","","","743","785","753","GJuq_05958","GW11_05358","GJW3_05178","GW9_08774","GUQM_00156"
"group_1953","","branched-chain amino acid aminotransferase","5","5","1","1","13977","","","","473","962","845","GJuq_05991","GW11_04411","GJW3_07542","GW9_07454","GUQM_00560"
"rplR","","50S ribosomal protein L18","5","5","1","1","13982","","","","488","512","498","GJuq_05998","GW11_03049","GJW3_08857","GW9_05890","GUQM_00750"
"rplE","","50S ribosomal protein L5","5","5","1","1","25155","","","","548","578","569","GJuq_06002","GW11_03053","GJW3_08853","GW9_05894","GUQM_00754"
"rplV","","50S ribosomal protein L22","5","5","1","1","25162","","","","398","455","415","GJuq_06009","GW11_03060","GJW3_08846","GW9_05901","GUQM_00761"
"rplB","","50S ribosomal protein L2","5","5","1","1","25164","","","","830","878","868","GJuq_06011","GW11_03062","GJW3_08844","GW9_05903","GUQM_00763"
"rpsJ","","30S ribosomal protein S10","5","5","1","1","25167","","","","329","545","377","GJuq_06014","GW11_03065","GJW3_08841","GW9_05906","GUQM_00766"
"nusA","","hypothetical protein","5","5","1","1","2349","","","","1436","1556","1484","GJuq_06093","GW11_03875","GJW3_07391","GW9_07192","GUQM_00513"
"tadA","","tRNA-specific adenosine deaminase","5","5","1","1","16371","","","","413","512","488","GJuq_06105","GW11_05375","GJW3_05725","GW9_05529","GUQM_00024"
"trpD","","Anthranilate phosphoribosyltransferase","5","5","1","1","15359","","","","959","1046","1017","GJuq_06107","GW11_05398","GJW3_00203","GW9_05354","GUQM_00330"
"cobO","","Cob(I)yrinic acid a,c-diamide adenosyltransferase","5","5","1","1","15361","","","","575","578","576","GJuq_06109","GW11_06236","GJW3_06522","GW9_06447","GUQM_07620"
"metG","","Methionine--tRNA ligase","5","5","1","1","14190","","","","1559","1619","1582","GJuq_06143","GW11_02043","GJW3_04889","GW9_05111","GUQM_02787"
"acnA","","Aconitate hydratase","5","5","1","1","3571","","","","2741","2945","2794","GJuq_06192","GW11_02310","GJW3_04855","GW9_05093","GUQM_03192"
"yhdN_4","","General stress protein 69","5","5","1","1","15788","","","","962","980","965","GJuq_06216","GW11_03601","GJW3_07959","GW9_07877","GUQM_00775"
"nfo_2","","endonuclease 4","5","5","1","1","17376","","","","884","908","893","GJuq_06219","GW11_03603","GJW3_07961","GW9_07879","GUQM_00777"
"fhcD_2","","Formyltransferase/hydrolase complex subunit D","5","5","1","1","27290","","","","908","950","940","GJuq_06276","GW11_03352","GJW3_08945","GW9_08604","GUQM_06999"
"pdxJ","","Pyridoxine 5'-phosphate synthase","5","5","1","1","17100","","","","737","743","740","GJuq_06296","GW11_03075","GJW3_05888","GW9_05857","GUQM_01368"
"tkt","","Transketolase","5","5","1","1","27403","","","","2045","2051","2048","GJuq_06302","GW11_04281","GJW3_07801","GW9_07718","GUQM_01041"
"fdxA_1","","Ferredoxin 1","5","5","1","1","27412","","","","311","311","311","GJuq_06311","GW11_02894","GJW3_05277","GW9_05609","GUQM_06927"
"hemH","","Ferrochelatase","5","5","1","1","27382","","","","968","974","969","GJuq_06312","GW11_02895","GJW3_05278","GW9_05610","GUQM_06928"
"group_1977","","hypothetical protein","5","5","1","1","3616","","","","725","752","734","GJuq_06331","GW11_05056","GJW3_06673","GW9_06598","GUQM_01323"
"kdgK_1","","2-dehydro-3-deoxygluconokinase","5","5","1","1","27812","","","","983","1028","992","GJuq_06410","GW11_00621","GJW3_01068","GW9_04863","GUQM_03641"
"group_1985","","D-threonine aldolase","5","5","1","1","7773","","","","1121","1121","1121","GJuq_06528","GW11_05158","GJW3_05877","GW9_05819","GUQM_02555"
"crnA","","Creatinine amidohydrolase","5","5","1","1","19196","","","","761","761","761","GJuq_06546","GW11_04007","GJW3_07376","GW9_07208","GUQM_00843"
"kdgK_2","","2-dehydro-3-deoxygluconokinase","5","5","1","1","19211","","","","1085","1205","1109","GJuq_06560","GW11_03997","GJW3_07609","GW9_07522","GUQM_00834"
"norM","","Multidrug resistance protein NorM","5","5","1","1","19204","","","","1469","1622","1566","GJuq_06563","GW11_04000","GJW3_07606","GW9_07519","GUQM_00837"
"hemF","","Coproporphyrinogen-III oxidase, aerobic","5","5","1","1","3661","","","","878","884","881","GJuq_06566","GW11_03789","GJW3_07533","GW9_07447","GUQM_01328"
"pdtaR","","putative transcriptional regulatory protein pdtaR","5","5","1","1","17328","","","","455","518","492","GJuq_06587","GW11_04112","GJW3_07249","GW9_07323","GUQM_00940"
"groS_2","","10 kDa chaperonin","5","5","1","1","17309","","","","287","296","293","GJuq_06588","GW11_04111","GJW3_07250","GW9_07322","GUQM_00939"
"cysS","","Cysteine--tRNA ligase","5","5","1","1","3039","","","","176","1568","1282","GJuq_06617","GW11_04069","GJW3_07284","GW9_07287","GUQM_00898"
"glcA_2","","Glycolate permease GlcA","5","5","1","1","14710","","","","1829","1871","1848","GJuq_06651","GW11_03942","GJW3_07117","GW9_07361","GUQM_01018"
"truD_2","","tRNA pseudouridine synthase D","5","5","1","1","1524","","","","1073","1184","1095","GJuq_06680","GW11_04861","GJW3_08588","GW9_07962","GUQM_07757"
"xylA","","Xylose isomerase","5","5","1","1","6643","","","","1313","1313","1313","GJuq_06707","GW11_03526","GJW3_08030","GW9_07940","GUQM_07018"
"rho_2","","hypothetical protein","5","5","1","1","7908","","","","1235","1499","1431","GJuq_06768","GW11_06185","GJW3_04907","GW9_05153","GUQM_06744"
"glpE","","Thiosulfate sulfurtransferase GlpE","5","5","1","1","2384","","","","371","374","373","GJuq_06834","GW11_03904","GJW3_08028","GW9_07937","GUQM_01606"
"yqiK","","Inner membrane protein YqiK","5","5","1","1","11197","","","","1703","1733","1721","GJuq_06857","GW11_03322","GJW3_07629","GW9_07609","GUQM_01395"
"ilvD_1","","Dihydroxy-acid dehydratase","5","5","1","1","2742","","","","1955","1961","1957","GJuq_00100","GW11_03327","GJW3_08287","GW9_08275","GUQM_01317"
"argG","","Argininosuccinate synthase","5","5","1","1","17073","","","","1259","1259","1259","GJuq_00138","GW11_05343","GJW3_05564","GW9_04623","GUQM_07066"
"ppa","","Inorganic pyrophosphatase","5","5","1","1","22377","","","","560","560","560","GJuq_00145","GW11_01515","GJW3_01104","GW9_08817","GUQM_05627"
"clpX","","ATP-dependent Clp protease ATP-binding subunit ClpX","5","5","1","1","26563","","","","1160","1298","1268","GJuq_00185","GW11_06019","GJW3_00645","GW9_05592","GUQM_07738"
"icd_3","","Isocitrate dehydrogenase [NADP]","5","5","1","1","2472","","","","1214","1214","1214","GJuq_00187","GW11_03403","GJW3_08300","GW9_08288","GUQM_00570"
"hprA","","Glycerate dehydrogenase","5","5","1","1","27623","","","","992","992","992","GJuq_00199","GW11_01047","GJW3_03173","GW9_02402","GUQM_06488"
"galE_1","","UDP-glucose 4-epimerase","5","5","1","1","27649","","","","1013","1013","1013","GJuq_00216","GW11_03491","GJW3_07811","GW9_07729","GUQM_02050"
"group_2479","","hypothetical protein","5","5","1","1","27779","","","","431","431","431","GJuq_00220","GW11_06280","GJW3_07946","GW9_07833","GUQM_02522"
"group_2480","","UDP-glucose 4-epimerase","5","5","1","1","25578","","","","929","965","936","GJuq_00237","GW11_05355","GJW3_00241","GW9_09088","GUQM_00152"
"group_2481","","hypothetical protein","5","5","1","1","20349","","","","1310","1322","1319","GJuq_00261","GW11_06544","GJW3_08720","GW9_08216","GUQM_04360"
"accC","","Biotin carboxylase","5","5","1","1","27092","","","","1028","1355","1288","GJuq_00296","GW11_04730","GJW3_07516","GW9_07430","GUQM_00037"
"group_2483","","MazG nucleotide pyrophosphohydrolase domain protein","5","5","1","1","8660","","","","299","302","301","GJuq_00304","GW11_02328","GJW3_08836","GW9_05911","GUQM_06632"
"fusA_2","","Elongation factor G","5","5","1","1","9704","","","","2159","2159","2159","GJuq_00340","GW11_05573","GJW3_06883","GW9_06908","GUQM_01844"
"sigA_1","","RNA polymerase sigma factor SigA","5","5","1","1","13131","","","","1652","1715","1668","GJuq_00349","GW11_01921","GJW3_00431","GW9_04705","GUQM_06850"
"gnl_1","","Gluconolactonase precursor","5","5","1","1","21382","","","","440","1049","918","GJuq_00366","GW11_01980","GJW3_00767","GW9_05412","GUQM_02812"
"htpG","","Chaperone protein HtpG","5","5","1","1","15731","","","","1871","1904","1887","GJuq_00376","GW11_01945","GJW3_06150","GW9_05978","GUQM_07261"
"catJ","","3-oxoadipate CoA-transferase subunit B","5","5","1","1","2586","","","","770","773","770","GJuq_00394","GW11_04459","GJW3_07412","GW9_07171","GUQM_01421"
"trpB","","Tryptophan synthase beta chain","5","5","1","1","24062","","","","1121","1217","1195","GJuq_00424","GW11_04508","GJW3_07637","GW9_07599","GUQM_07695"
"cysE_2","","Serine acetyltransferase","5","5","1","1","2757","","","","947","989","963","GJuq_00435","GW11_03033","GJW3_07415","GW9_07168","GUQM_07703"
"glgC_1","","Glucose-1-phosphate adenylyltransferase","5","5","1","1","21316","","","","1262","1292","1278","GJuq_00471","GW11_04209","GJW3_05688","GW9_09029","GUQM_01196"
"trxB","","Thioredoxin reductase","5","5","1","1","3076","","","","1064","1070","1066","GJuq_00589","GW11_04204","GJW3_08665","GW9_08037","GUQM_00338"
"argA","","Amino-acid acetyltransferase","5","5","1","1","3075","","","","1283","1301","1292","GJuq_00590","GW11_04205","GJW3_08664","GW9_08036","GUQM_00337"
"group_2502","","Clp amino terminal domain protein","5","5","1","1","9799","","","","329","506","463","GJuq_00608","GW11_04420","GJW3_06607","GW9_06533","GUQM_01397"
"fabF_4","","3-oxoacyl-[acyl-carrier-protein] synthase 2","5","5","1","1","28656","","","","1244","1292","1275","GJuq_00618","GW11_02766","GJW3_06499","GW9_06428","GUQM_01949"
"fabD_1","","Malonyl CoA-acyl carrier protein transacylase","5","5","1","1","28654","","","","908","1136","953","GJuq_00620","GW11_02768","GJW3_06501","GW9_06430","GUQM_01951"
"rpmF","","50S ribosomal protein L32","5","5","1","1","200","","","","191","197","194","GJuq_00623","GW11_02770","GJW3_08795","GW9_05949","GUQM_01953"
"dgt","","Deoxyguanosinetriphosphate triphosphohydrolase","5","5","1","1","198","","","","1220","1223","1220","GJuq_00625","GW11_06552","GJW3_06072","GW9_06029","GUQM_04353"
"group_2507","","N(G),N(G)-dimethylarginine dimethylaminohydrolase","5","5","1","1","6342","","","","818","842","831","GJuq_00647","GW11_06581","GJW3_06468","GW9_06164","GUQM_07089"
"rpoA_1","","DNA-directed RNA polymerase subunit alpha","5","5","1","1","13201","","","","1007","1010","1008","GJuq_00670","GW11_03038","GJW3_08867","GW9_05880","GUQM_00740"
"group_2509","","putative epimerase/dehydratase","5","5","1","1","8910","","","","1022","1028","1025","GJuq_00675","GW11_03630","GJW3_06631","GW9_06553","GUQM_01448"
"lpdA","","Dihydrolipoyl dehydrogenase","5","5","1","1","6368","","","","1424","1424","1424","GJuq_00683","GW11_03857","GJW3_05751","GW9_05507","GUQM_00040"
"group_2511","","hypothetical protein","5","5","1","1","20468","","","","698","713","708","GJuq_00687","GW11_05300","GJW3_05657","GW9_09057","GUQM_01572"
"ylxH","","Flagellum site-determining protein YlxH","5","5","1","1","21550","","","","806","809","808","GJuq_00710","GW11_07106","GJW3_03000","GW9_01153","GUQM_05473"
"tpx","","putative thiol peroxidase","5","5","1","1","20752","","","","515","515","515","GJuq_00828","GW11_06227","GJW3_02075","GW9_03440","GUQM_03119"
"groL","","60 kDa chaperonin","5","5","1","1","20723","","","","1640","1700","1679","GJuq_00838","GW11_03412","GJW3_05233","GW9_08572","GUQM_07300"
"groS_3","","10 kDa chaperonin","5","5","1","1","20720","","","","308","317","311","GJuq_00839","GW11_03413","GJW3_05234","GW9_08571","GUQM_07299"
"group_2522","","hypothetical protein","5","5","1","1","2417","","","","1325","1331","1326","GJuq_00852","GW11_04793","GJW3_07737","GW9_07648","GUQM_00273"
"rlmI_1","","Ribosomal RNA large subunit methyltransferase I","5","5","1","1","16227","","","","569","1190","1028","GJuq_00879","GW11_00136","GJW3_02826","GW9_02520","GUQM_04201"
"group_2527","","Endoribonuclease L-PSP","5","5","1","1","23331","","","","467","467","467","GJuq_00915","GW11_02379","GJW3_08805","GW9_05942","GUQM_05176"
"traG_2","","Conjugal transfer protein TraG","5","5","1","1","5584","","","","1370","1415","1391","GJuq_00922","GW11_02095","GJW3_04744","GW9_04255","GUQM_05610"
"sodA_1","","Superoxide dismutase [Mn]","5","5","1","1","1616","","","","623","623","623","GJuq_01019","GW11_04392","GJW3_05937","GW9_08523","GUQM_01795"
"nfuA","","Fe/S biogenesis protein NfuA","5","5","1","1","18935","","","","230","233","230","GJuq_01030","GW11_04815","GJW3_07649","GW9_07588","GUQM_00683"
"rplM","","50S ribosomal protein L13","5","5","1","1","18930","","","","431","434","431","GJuq_01035","GW11_02994","GJW3_00666","GW9_05301","GUQM_07134"
"group_2533","","hypothetical protein","5","5","1","1","28625","","","","1427","1439","1431","GJuq_01062","GW11_03443","GJW3_03333","GW9_04001","GUQM_04328"
"lysC","","Aspartokinase","5","5","1","1","26709","","","","1892","1895","1893","GJuq_01068","GW11_00385","GJW3_03164","GW9_02411","GUQM_05140"
"group_2535","","tRNA-Ser(cga)","5","5","1","1","5469","","","","87","87","87","GJuq_01069","GW11_07590","GJW3_02755","GW9_02292","GUQM_04226"
