IYO_000005,chromosomal replication initiation protein,,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity),PST/PSPTO_0001,(RefSeq) chromosomal replication initiation protein,pst02020 Two-component system;,PA0001,(RefSeq) chromosome replication initiator DnaA,pae02020 Two-component system;,; sequence-specific double-stranded DNA binding; sequence-specific DNA binding ; double-stranded DNA binding ; ATP binding ; adenyl ribonucleotide binding ; adenyl nucleotide binding ; DNA binding ; purine ribonucleoside triphosphate binding; purine ribonucleoside binding ; purine nucleoside binding ; ribonucleoside binding ; nucleoside binding ; purine ribonucleotide binding ; purine nucleotide binding ; ribonucleotide binding ; carbohydrate derivative binding; drug binding ; nucleic acid binding ; nucleotide binding ; nucleoside phosphate binding ; anion binding ; small molecule binding ; ATPase activity ; nucleoside-triphosphatase activity; pyrophosphatase activity ; hydrolase activity,
IYO_018400,transporter,CmpX,TM helix repeat-containing protein,PST/PSPTO_2297,(RefSeq) membrane protein,,PA1775,(RefSeq) hypothetical protein,,; cellular_component ;membrane ;,
IYO_018405,CrfX protein,CrfX protein,,PST/PSPTO_2296,(RefSeq) crfX protein,,PA1774,(RefSeq) hypothetical protein,,,
IYO_018410,CmaX protein,Magnesium and cobalt transport protein CorA,transporter,PST/PSPTO_2295,(RefSeq) cmaX protein,,PA1773,(RefSeq) transporter,,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_018415,ribonuclease activity regulator protein RraA,Ribonuclease E inhibitor RraA,Globally modulates RNA abundance by binding to RNase E (Rne) and regulating its endonucleolytic activity. Can modulate Rne action in a substrate-dependent manner by altering the composition of the degradosome. Modulates RNA-binding and helicase activities of the degradosome (By similarity),PST/PSPTO_2294,(RefSeq) ribonuclease activity regulator protein RraA,,PA1772,(RefSeq) ribonuclease activity regulator protein RraA,,; enzyme inhibitor activity ; enzyme regulator activity ; molecular function regulator ; molecular_function ; cytoplasm ; cellular_component ; cell part ; cell ; intracellular part ; intracellular ; regulation of hydrolase activity; negative regulation of hydrolase activity; negative regulation of catalytic activity; RNA catabolic process ; negative regulation of molecular function; regulation of catalytic activity; regulation of molecular function; negative regulation of RNA metabolic process; cellular macromolecule catabolic process; negative regulation of nucleobase-containing compound metabolic process; negative regulation of nitrogen compound metabolic process; macromolecule catabolic process; negative regulation of cellular metabolic process; negative regulation of cellular process; negative regulation of macromolecule metabolic process; negative regulation of metabolic process; negative regulation of biological process; regulation of RNA metabolic process; regulation of nucleobase-containing compound metabolic process; RNA metabolic process ; regulation of cellular metabolic process; regulation of nitrogen compound metabolic process; regulation of primary metabolic process; regulation of macromolecule metabolic process; nucleobase-containing compound catabolic process; regulation of metabolic process; heterocycle catabolic process ; cellular nitrogen compound catabolic process; organic cyclic compound catabolic process; aromatic compound catabolic process; regulation of cellular process; regulation of biological process; biological regulation ; organic substance catabolic process; cellular catabolic process ; nucleic acid metabolic process; catabolic process ; cellular macromolecule metabolic process; nucleobase-containing compound metabolic process; macromolecule metabolic process; heterocycle metabolic process ; cellular aromatic compound metabolic process; organic cyclic compound metabolic process; nitrogen compound metabolic process; cellular nitrogen compound metabolic process; metabolic process ; cellular metabolic process ; primary metabolic process ; organic substance metabolic process; cellular process ;biological_process ;,
IYO_018420,EstX protein,Esterase/lipase/thioesterase family protein,Esterase lipase thioesterase family protein,PST/PSPTO_2293,(RefSeq) esterase/lipase/thioesterase family protein,,PA1771,(RefSeq) hydrolase,,; molecular_function ; catalytic activity ; metabolic process ;biological_process ;,
IYO_018425,phosphoenolpyruvate synthase,Phosphoenolpyruvate synthase (EC 2.7.9.2),Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate (By similarity),PST/PSPTO_2292,(RefSeq) phosphoenolpyruvate synthase,pst00620 Pyruvate metabolism; pst00680 Methane metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments; pst01200 Carbon metabolism;,PA1770,(RefSeq) phosphoenolpyruvate synthase,pae00620 Pyruvate metabolism; pae00680 Methane metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments; pae01200 Carbon metabolism;,; kinase activity ; magnesium ion binding ; transferase activity,
IYO_018430,PEP synthetase regulatory protein,FIG137360: hypothetical protein,Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation (By similarity),PST/PSPTO_2291,(RefSeq) hypothetical protein,,PA1769,(RefSeq) phosphoenolpyruvate synthase regulatory protein,,; enzyme regulator activity ; molecular function regulator ; molecular_function ; regulation of catalytic activity; regulation of molecular function; regulation of metabolic process; regulation of biological process; biological regulation ;biological_process ;,
IYO_018435,3-methylitaconate isomerase,2-methylaconitate cis-trans isomerase,AcnD-accessory protein PrpF,PST/PSPTO_2290,(RefSeq) hypothetical protein,pst00640 Propanoate metabolism;,PA0793,(RefSeq) hypothetical protein,pae00640 Propanoate metabolism;,,
IYO_018440,aconitate hydratase,2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79),aconitate hydratase,PST/PSPTO_2289,(RefSeq) aconitate hydratase,pst00640 Propanoate metabolism;,PA0794,(RefSeq) aconitate hydratase,pae00640 Propanoate metabolism;,; hydro-lyase activity ; carbon-oxygen lyase activity ; lyase activity ; molecular_function ; catalytic activity ; propionate catabolic process,
IYO_018445,methylcitrate synthase,2-methylcitrate synthase (EC 2.3.3.5),citrate synthase,PST/PSPTO_2288,(RefSeq) 2-methylcitrate synthase,pst00640 Propanoate metabolism;,PA0795,(RefSeq) methylcitrate synthase,pae00640 Propanoate metabolism;,; transferase activity,
IYO_018450,prpB,Methylisocitrate lyase (EC 4.1.3.30),2-methylisocitrate lyase,PST/PSPTO_2287,(RefSeq) methylisocitrate lyase,pst00640 Propanoate metabolism;,PA0796,(RefSeq) 2-methylisocitrate lyase,pae00640 Propanoate metabolism;,; oxo-acid-lyase activity ; carbon-carbon lyase activity ; magnesium ion binding ; lyase activity ; cation binding ; metal ion binding ; ion binding ; binding ; molecular_function ; catalytic activity ; propionate catabolic process,
IYO_018455,GntR family transcriptional regulator,Propionate catabolism operon transcriptional regulator of GntR family [predicted],GntR Family Transcriptional Regulator,PST/PSPTO_2286,(RefSeq) GntR family transcriptional regulator,,PA0797,(RefSeq) transcriptional regulator,,; DNA-binding transcription factor activity; transcription regulator activity; molecular_function ; regulation of nucleic acid-templated transcription; regulation of transcription,
IYO_018460,ATP-dependent zinc protease,FIG008443: hypothetical protein,Pfam:DUF785,PST/PSPTO_2285,(RefSeq) hypothetical protein,,PA1768,(RefSeq) hypothetical protein,,,
IYO_018465,membrane protein,FIG139976: hypothetical protein,Gonadoliberin III-related protein,PST/PSPTO_2284,(RefSeq) membrane protein,,PA1767,(RefSeq) hypothetical protein,,,
IYO_018470,alpha-L-glutamate ligase,FIG002781: Alpha-L-glutamate ligase family protein,alpha-l-glutamate ligase-like protein,PST/PSPTO_2283,(RefSeq) hypothetical protein,,PA1766,(RefSeq) hypothetical protein,,,
IYO_018475,pabB,,synthase component I,PST/PSPTO_2282,(RefSeq) para-aminobenzoate synthase component I,pst00790 Folate biosynthesis;,PA1758,(RefSeq) para-aminobenzoate synthase component I,pae00790 Folate biosynthesis;,; transaminase activity ; transferase activity,
IYO_018480,,Homoserine kinase (EC 2.7.1.39),,PST/PSPTO_0002,(RefSeq) DNA polymerase III subunit beta,pst03030 DNA replication; pst03430 Mismatch repair; pst03440 Homologous recombination;,PA0002,(RefSeq) DNA polymerase III subunit beta,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_018485,phosphoadenosine phosphosulfate reductase,Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8) / Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10),Reduction of activated sulfate into sulfite (By similarity),PST/PSPTO_2280,(RefSeq) phosphoadenosine phosphosulfate reductase,pst00920 Sulfur metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments;,PA1756,(RefSeq) phosphoadenosine phosphosulfate reductase,pae00920 Sulfur metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments;,; cytoplasm ; cellular_component ; cell part ; cell ; intracellular part ;intracellular ;,
IYO_018490,cysB,Cys regulon transcriptional activator CysB,Transcriptional regulator,PST/PSPTO_2279,(RefSeq) Cys regulon transcriptional activator,,PA1754,(RefSeq) transcriptional regulator CysB,,; DNA binding ; DNA-binding transcription factor activity; transcription regulator activity; nucleic acid binding ; heterocyclic compound binding ; organic cyclic compound binding; binding ; molecular_function ; cytoplasm ; cellular_component ; cell part ; cell ; intracellular part ; intracellular ; negative regulation of transcription,
IYO_018495,universal stress protein UspA,Universal stress protein family,Universal stress protein,PST/PSPTO_2278,(RefSeq) universal stress protein family,,PA1753,(RefSeq) hypothetical protein,,,
IYO_018500,5'-nucleotidase,5'-nucleotidase (EC 3.1.3.5),5'-nucleotidase (EC 3.1.3.5),PST/PSPTO_2277,(RefSeq) 5'-nucleotidase,pst00230 Purine metabolism; pst00240 Pyrimidine metabolism; pst00760 Nicotinate and nicotinamide metabolism; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites;,PA3423,(RefSeq) transcriptional regulator,,; nucleotidase activity ; phosphatase activity ; phosphoric ester hydrolase activity; hydrolase activity,
IYO_018505,2-dehydropantoate 2-reductase,2-dehydropantoate 2-reductase (EC 1.1.1.169),Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity),PST/PSPTO_2276,(RefSeq) 2-dehydropantoate 2-reductase,pst00770 Pantothenate and CoA biosynthesis; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites;,PA1752,(RefSeq) 2-dehydropantoate 2-reductase,pae00770 Pantothenate and CoA biosynthesis; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites;,; cytoplasm ; cellular_component ; cell part ; cell ; intracellular part ;intracellular ;,
IYO_018510,phospho-2-dehydro-3-deoxyheptonate aldolase,2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase I alpha (EC 2.5.1.54),Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity),PST/PSPTO_2275,(RefSeq) phospho-2-dehydro-3-deoxyheptonate aldolase,pst00400 Phenylalanine tyrosine and tryptophan biosynthesis; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites; pst01130 Biosynthesis of antibiotics; pst01230 Biosynthesis of amino acids; pst02024 Quorum sensing;,PA1750,(RefSeq) phospho-2-dehydro-3-deoxyheptonate aldolase,pae00400 Phenylalanine tyrosine and tryptophan biosynthesis; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01130 Biosynthesis of antibiotics; pae01230 Biosynthesis of amino acids; pae02024 Quorum sensing;,; transferase activity,
IYO_018515,acetyltransferase,Glutamate synthase [NADPH] large chain (EC 1.4.1.13),Inherit from bactNOG: -acetyltransferase,PST/PSPTO_2274,(RefSeq) hypothetical protein,,PA1749,(RefSeq) hypothetical protein,,,
IYO_018520,lipoprotein,Major outer membrane lipoprotein I,,PST/PSPTO_2272,(RefSeq) outer membrane lipoprotein OprI,,PA2853,(RefSeq) outer membrane lipoprotein OprI,,,
IYO_018525,,,,PST/PSPTO_0002,(RefSeq) DNA polymerase III subunit beta,pst03030 DNA replication; pst03430 Mismatch repair; pst03440 Homologous recombination;,PA0002,(RefSeq) DNA polymerase III subunit beta,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_018530,nucleoid-associated protein,FIG000557: hypothetical protein co-occurring with RecR,Binds to DNA and alters its conformation. May be involved in regulation of gene expression nucleoid organization and DNA protection (By similarity),PST/PSPTO_3645,(RefSeq) hypothetical protein,,PA1533,(RefSeq) nucleoid-associated protein,,; nucleoid ;cellular_component ;,
IYO_018535,DNA polymerase III subunit gamma/tau,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA polymerase III subunits gamma and tau,PST/PSPTO_3646,(RefSeq) DNA polymerase III subunits gamma and tau,pst03030 DNA replication; pst03430 Mismatch repair; pst03440 Homologous recombination;,PA1532,(RefSeq) DNA polymerase III subunits gamma/tau,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,; enzyme regulator activity ; molecular function regulator ; DNA polymerase activity ; DNA-directed DNA polymerase activity; nucleotidyltransferase activity; transferase activity,
IYO_018540,amino acid ABC transporter substrate-binding protein,,Amino acid ABC transporter substrate-binding protein,PST/PSPTO_3647,(RefSeq) hypothetical protein,,PA1531,(RefSeq) hypothetical protein,,,
IYO_018545,acid phosphatase,Acid phosphatase,phospholipase C,PST/PSPTO_3648,(RefSeq) acid phosphatase,,PA3319,(RefSeq) non-hemolytic phospholipase C,pae00562 Inositol phosphate metabolism; pae00564 Glycerophospholipid metabolism; pae00565 Ether lipid metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae02024 Quorum sensing;,; lipase activity ; phosphoric diester hydrolase activity; phosphatase activity ; phosphoric ester hydrolase activity; hydrolase activity,
IYO_018550,mechanosensitive ion channel protein MscS,Putative inner membrane protein,Mechanosensitive ion channel,PST/PSPTO_3649,(RefSeq) mechanosensitive ion channel family protein,,PA4394,(RefSeq) hypothetical protein,,,
IYO_018555,hopAZ1,FIG00957444: hypothetical protein,,PST/PSPTO_1246,(RefSeq) PhoH-like protein,,PA4417,(RefSeq) UDP-N-acetylmuramoylalanyl-D-glutamate--26-diaminopimelate ligase,pae00300 Lysine biosynthesis; pae00550 Peptidoglycan biosynthesis;,,
IYO_018560,hypothetical protein,,,PST/PSPTO_2761,(RefSeq) alpha-amylase family protein,pst00500 Starch and sucrose metabolism; pst01100 Metabolic pathways;,PA4168,(RefSeq) second ferric pyoverdine receptor FpvB,,,
IYO_018565,GNAT family acetyltransferase,Histone acetyltransferase HPA2 and related acetyltransferases,Acetyltransferase (GNAT) family,PST/PSPTO_3654,(RefSeq) GNAT family acetyltransferase,,PA4114,(RefSeq) spermidine acetyltransferase,pae00330 Arginine and proline metabolism; pae01100 Metabolic pathways;,,
IYO_018570,DNA polymerase III subunit gamma/tau,FIG00954563: hypothetical protein,Uncharacterized protein conserved in bacteria (DUF2248),PST/PSPTO_3655,(RefSeq) hypothetical protein,,PA3146,(RefSeq) NAD-dependent epimerase/dehydratase,,,
IYO_018575,NAD-dependent DNA ligase LigA,DNA ligase (EC 6.5.1.2),DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA (By similarity),PST/PSPTO_3656,(RefSeq) NAD-dependent DNA ligase LigA,pst03030 DNA replication; pst03410 Base excision repair; pst03420 Nucleotide excision repair; pst03430 Mismatch repair;,PA1529,(RefSeq) NAD-dependent DNA ligase LigA,pae03030 DNA replication; pae03410 Base excision repair; pae03420 Nucleotide excision repair; pae03430 Mismatch repair;,; DNA ligase activity ; ligase activity,
IYO_018580,zipA,Cell division protein ZipA,receptor for the septal ring structure may anchor it to the inner-membrane (By similarity),PST/PSPTO_3657,(RefSeq) cell division protein ZipA,,PA1528,(RefSeq) cell division protein ZipA,,; cell division site ; cell division site part ; integral component of plasma membrane; intrinsic component of plasma membrane; integral component of membrane; intrinsic component of membrane; plasma membrane part ; membrane part ; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ; cell ; mitotic cell cycle process ; cell septum assembly ; mitotic cytokinetic process ; division septum assembly ; cytokinetic process ; cytokinesis ; cell division ; cell cycle process ; cell cycle ; cellular component assembly ; cellular component organization; cellular component biogenesis ; cellular component organization or biogenesis; cellular process ;biological_process ;,
IYO_018585,chromosome segregation protein SMC,Chromosome partition protein smc,Required for chromosome condensation and partitioning (By similarity),PST/PSPTO_3658,(RefSeq) chromosome segregation SMC protein,,PA1527,(RefSeq) hypothetical protein,,; molecular_function ; catalytic activity ; cell wall ; cytosol ; cytoplasmic part ; external encapsulating structure; cytoplasm ; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ; cell ; intracellular part ; intracellular ; chromosome segregation ; metabolic process ; cellular process ;biological_process ;,
IYO_018590,GntR family transcriptional regulator,Transcriptional regulator%2C GntR family,GntR family transcriptional regulator,PST/PSPTO_3659,(RefSeq) GntR family transcriptional regulator,,PA1526,(RefSeq) transcriptional regulator,,,
IYO_018595,FAD-binding molybdopterin dehydrogenase,Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase%2C FAD binding subunit (EC 1.17.1.4),Xanthine dehydrogenase,PST/PSPTO_3660,(RefSeq) xanthine dehydrogenase N-terminal subunit,pst00230 Purine metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments;,PA1524,(RefSeq) xanthine dehydrogenase,pae00230 Purine metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments;,; oxidoreductase activity,
IYO_018600,xanthine dehydrogenase,,xanthine dehydrogenase molybdopterin binding subunit,PST/PSPTO_3661,(RefSeq) xanthine dehydrogenase C-terminal subunit,pst00230 Purine metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments;,PA1523,(RefSeq) xanthine dehydrogenase,pae00230 Purine metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments;,; nucleotide metabolic process ; nucleoside phosphate metabolic process; nucleobase-containing small molecule metabolic process; organophosphate metabolic process; phosphate-containing compound metabolic process; phosphorus metabolic process ; nucleobase-containing compound metabolic process; small molecule metabolic process; heterocycle metabolic process ; cellular aromatic compound metabolic process; organic cyclic compound metabolic process; nitrogen compound metabolic process; cellular nitrogen compound metabolic process; metabolic process ; cellular metabolic process ; primary metabolic process ; organic substance metabolic process; cellular process ;biological_process ;,
IYO_018605,molybdenum cofactor sulfurylase,XdhC protein (assists in molybdopterin insertion into xanthine dehydrogenase),Xanthine dehydrogenase accessory,PST/PSPTO_3662,(RefSeq) xanthine dehydrogenase accessory factor XdhC,,PA1522,(RefSeq) hypothetical protein,,,
IYO_018610,guanine deaminase,Guanine deaminase (EC 3.5.4.3),Guanine deaminase,PST/PSPTO_3663,(RefSeq) guanine aminohydrolase,pst00230 Purine metabolism; pst01100 Metabolic pathways;,PA1521,(RefSeq) guanine deaminase,pae00230 Purine metabolism; pae01100 Metabolic pathways;,,
IYO_018615,GntR family transcriptional regulator,Transcriptional regulator%2C GntR family,GntR Family Transcriptional Regulator,PST/PSPTO_3664,(RefSeq) GntR family transcriptional regulator,,PA1520,(RefSeq) transcriptional regulator,,,
IYO_018620,5-hydroxyisourate hydrolase,5-Hydroxyisourate Hydrolase (HIUase) (EC 3.5.2.17),5-hydroxyisourate hydrolase,PST/PSPTO_3665,(RefSeq) hypothetical protein,pst00230 Purine metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments;,PA1518,(RefSeq) 5-hydroxyisourate hydrolase,pae00230 Purine metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments;,,
IYO_018625,allantoinase,Uricase (urate oxidase) (EC 1.7.3.3),Polysaccharide deacetylase,PST/PSPTO_3666,(RefSeq) polysaccharide deacetylase family protein,,PA1517,(RefSeq) hypothetical protein,,,
IYO_018630,OHCU decarboxylase,,OHCU decarboxylase,PST/PSPTO_3667,(RefSeq) hypothetical protein,,PA1516,(RefSeq) hypothetical protein,,,
IYO_018635,allantoicase,Allantoicase (EC 3.5.3.4),Allantoate amidinohydrolase,PST/PSPTO_3668,(RefSeq) allantoicase,pst00230 Purine metabolism; pst01100 Metabolic pathways; pst01120 Microbial metabolism in diverse environments;,PA1515,(RefSeq) allantoicase,pae00230 Purine metabolism; pae01100 Metabolic pathways; pae01120 Microbial metabolism in diverse environments;,; hydrolase activity,
IYO_018640,ureidoglycolate hydrolase,Ureidoglycolate hydrolase (EC 3.5.3.19),ureidoglycolate hydrolase,PST/PSPTO_3669,(RefSeq) ureidoglycolate hydrolase,pst00230 Purine metabolism; pst01100 Metabolic pathways;,PA1514,(RefSeq) ureidoglycolate hydrolase,pae00230 Purine metabolism; pae01100 Metabolic pathways;,; carbon-nitrogen lyase activity; lyase activity ; molecular_function ; catalytic activity ; metabolic process ;biological_process ;,
IYO_018645,membrane protein,FIG137887: membrane protein related to purine degradation,membrAne,PST/PSPTO_3670,(RefSeq) membrane protein,,PA1513,(RefSeq) hypothetical protein,,,
IYO_018650,membrane protein,Nucleoside-binding outer membrane protein,Nucleoside-specific channel-forming protein Tsx,PST/PSPTO_3671,(RefSeq) hypothetical protein,,PA0165,(RefSeq) hypothetical protein,,,
IYO_018655,DNA polymerase,,RNA-directed DNA polymerase,PST/PSPTO_2165,(RefSeq) group II intron maturase,,PA3311,(RefSeq) signaling protein,,,
IYO_018660,membrane protein,Membrane protein%2C putative,Inner membrane protein yedI,PST/PSPTO_3672,(RefSeq) membrane protein,,PA1857,(RefSeq) hypothetical protein,,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_018665,AsnC family transcriptional regulator,Leucine-responsive regulatory protein%2C regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system,asnc family transcriptional regulator,PST/PSPTO_3674,(RefSeq) AsnC family transcriptional regulator,,PA4508,(RefSeq) transcriptional regulator,,,
IYO_018670,1-aminocyclopropane-1-carboxylate deaminase,1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7),1-aminocyclopropane-1-carboxylate deaminase,PST/PSPTO_3675,(RefSeq) 1-aminocyclopropane-1-carboxylate deaminase,pst00270 Cysteine and methionine metabolism;,PA0036,(RefSeq) tryptophan synthase subunit beta,pae00260 Glycine serine and threonine metabolism; pae00400 Phenylalanine tyrosine and tryptophan biosynthesis; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01130 Biosynthesis of antibiotics; pae01230 Biosynthesis of amino acids;,; deaminase activity ; hydrolase activity,
IYO_018675,ribbon-helix-helix protein domain-containing protein,Prevent host death protein%2C Phd antitoxin,CopG family transcriptional regulator,PST/PSPTO_3676,(RefSeq) hypothetical protein,,PA0125,(RefSeq) hypothetical protein,,,
IYO_018680,LysR family transcriptional regulator,Transcriptional regulator%2C LysR family,LysR family transcriptional regulator,PST/PSPTO_3678,(RefSeq) LysR family transcriptional regulator,,PA1264,(RefSeq) transcriptional regulator,,,
IYO_018685,membrane protein,,membrane,PST/PSPTO_3679,(RefSeq) membrane protein,,PA1265,(RefSeq) hypothetical protein,,,
IYO_018690,chemotaxis protein,Methyl-accepting chemotaxis protein,methyl-accepting chemotaxis,PST/PSPTO_3680,(RefSeq) methyl-accepting chemotaxis protein,,PA5072,(RefSeq) chemotaxis transducer,pae02020 Two-component system; pae02030 Bacterial chemotaxis;,,
IYO_018695,saccharopine dehydrogenase,Carboxynorspermidine dehydrogenase,Saccharopine dehydrogenase,PST/PSPTO_3682,(RefSeq) hypothetical protein,,PA4362,(RefSeq) hypothetical protein,,,
IYO_018700,GNAT family acetyltransferase,acetyltransferase%2C GNAT family,Gcn5-related n-acetyltransferase,PST/PSPTO_3683,(RefSeq) hypothetical protein,,PA1377,(RefSeq) hypothetical protein,,; N-acetyltransferase activity ; N-acyltransferase activity ; acetyltransferase activity ; transferase activity,
IYO_018705,metallophosphoesterase,FIG006285: ICC-like protein phosphoesterase,Metallophosphoesterase,PST/PSPTO_0031,(RefSeq) Ser/Thr protein phosphatase family protein,,PA3083,(RefSeq) aminopeptidase,pae00480 Glutathione metabolism; pae01100 Metabolic pathways;,,
IYO_018710,,Methyl-accepting chemotaxis protein I (serine chemoreceptor protein),,PST/PSPTO_0002,(RefSeq) DNA polymerase III subunit beta,pst03030 DNA replication; pst03430 Mismatch repair; pst03440 Homologous recombination;,PA0002,(RefSeq) DNA polymerase III subunit beta,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_018715,MFS transporter,Arabinose efflux permease,Major Facilitator,PST/PSPTO_3686,(RefSeq) carbohydrate transporter,,PA4113,(RefSeq) sugar efflux transporter,,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_018720,sorbosone dehydrogenase,L-sorbosone dehydrogenase,L-sorbosone dehydrogenase,PST/PSPTO_3687,(RefSeq) L-sorbosone dehydrogenase,,PA2414,(RefSeq) L-sorbosone dehydrogenase,,; cellular catabolic process ; catabolic process ; metabolic process ; cellular metabolic process ; cellular process ;biological_process ;,
IYO_018725,membrane protein,Succinate dehydrogenase cytochrome b subunit family protein,Succinate dehydrogenase cytochrome b subunit family protein,PST/PSPTO_3688,(RefSeq) membrane protein,,PA2415,(RefSeq) hypothetical protein,,,
IYO_018730,deoxyribodipyrimidine photolyase,deoxyribodipyrimidine photolyase-related protein,deoxyribodipyrimidine photolyase-related protein,PST/PSPTO_3689,(RefSeq) hypothetical protein,,PA3640,(RefSeq) DNA polymerase III subunit alpha,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_018735,ArsR family transcriptional regulator,Transcriptional regulator%2C ArsR family,arsR family transcriptional regulator,PST/PSPTO_0756,(RefSeq) transcriptional regulator,,PA0279,(RefSeq) transcriptional regulator,,,
IYO_018740,hypothetical protein,putative membrane protein,major facilitator superfamily protein 42,PST/PSPTO_3877,(RefSeq) GntR family transcriptional regulator,,PA4584,(RefSeq) hypothetical protein,,,
IYO_018745,hypothetical protein,,major facilitator superfamily protein 42,PST/PSPTO_5340,(RefSeq) MFS permease-like protein,,PA1337,(RefSeq) glutaminase-asparaginase,pae00220 Arginine biosynthesis; pae00250 Alanine aspartate and glutamate metabolism; pae00471 D-Glutamine and D-glutamate metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae02020 Two-component system;,,
IYO_018750,endonuclease DDE,,Transposase,PST/PSPTO_3050,(RefSeq) AraC family transcriptional regulator,,PA4094,(RefSeq) transcriptional regulator,,; transposase activity ; catalytic activity,
IYO_018755,hypothetical protein,FIG00954630: hypothetical protein,,PST/PSPTO_3693,(RefSeq) hypothetical protein,,PA3894,(RefSeq) hypothetical protein,,,
IYO_018760,glycosyl hydrolase family 3,,glycoside hydrolase family 3 domain protein,PST/PSPTO_3694,(RefSeq) glycosyl transferase family protein,pst00460 Cyanoamino acid metabolism; pst00500 Starch and sucrose metabolism; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites;,PA1726,(RefSeq) beta-glucosidase,pae00460 Cyanoamino acid metabolism; pae00500 Starch and sucrose metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites;,,
IYO_018765,TetR family transcriptional regulator,Transcriptional regulator%2C TetR family,Tet-R family transcriptional regulator,PST/PSPTO_3695,(RefSeq) TetR family transcriptional regulator,,PA2270,(RefSeq) transcriptional regulator,,,
IYO_018770,histidine kinase,FOG: PAS/PAC domain,Histidine kinase,PST/PSPTO_3696,(RefSeq) sensory box histidine kinase/response regulator,,PA1243,(RefSeq) sensor/response regulator hybrid protein,,,
IYO_018775,TetR family transcriptional regulator,Transcriptional regulator%2C TetR family,TetR family transcriptional regulator,PST/PSPTO_3698,(RefSeq) TetR family transcriptional regulator,,PA1504,(RefSeq) transcriptional regulator,,,
