pfamAcc	pfamId	minExpressionRank	maxF84	numSpecies
PF07275	ArdA	1427	0.43	182
PF07276	PSGP	2269	0.14	16
PF07277	SapC	533	0.41	143
PF07282	OrfB_Zn_ribbon	233	0.47	653
PF07284	BCHF	2239	0.36	53
PF07285	DUF1444	1030	0.46	265
PF07286	DUF1445	3583	0.39	250
PF07287	DUF1446	4241	0.48	343
PF07288	DUF1447	574	0.22	402
PF07290	DUF1449	3121	0.43	175
PF07291	MauE	3513	0.44	243
PF07293	DUF1450	304	0.29	244
PF07295	DUF1451	648	0.43	301
PF07298	NnrU	279	0.38	282
PF07299	FBP	1668	0.35	215
PF07301	DUF1453	884	0.32	240
PF07302	AroM	1301	0.43	166
PF07305	DUF1454	1880	0.09	186
PF07307	HEPPP_synt_1	1786	0.22	224
PF07308	DUF1456	522	0.40	426
PF07309	FlaF	408	0.27	126
PF07310	PAS_5	3206	0.25	125
PF07311	Dodecin	335	0.43	380
PF07313	DUF1460	3074	0.43	174
PF07314	DUF1461	1513	0.43	366
PF07315	DUF1462	535	0.17	220
PF07317	YcgR	887	0.25	271
PF07319	DnaI_N	1894	0.26	417
PF07321	YscO	3143	0.30	29
PF07330	DUF1467	441	0.27	138
PF07331	TctB	240	0.45	468
PF07332	DUF1469	176	0.47	763
PF07336	DUF1470	1128	0.41	293
PF07337	CagY_M	142	0.32	45
PF07338	DUF1471	126	0.27	200
PF07345	DUF1476	365	0.23	125
PF07348	Syd	1377	0.33	275
PF07350	DUF1479	2395	0.31	171
PF07351	DUF1480	978	0.09	163
PF07352	Phage_Mu_Gam	3596	0.41	108
PF07355	GRDB	1984	0.44	105
PF07356	DUF1481	1864	0.24	207
PF07358	DUF1482	1758	0.07	135
PF07361	Cytochrom_B562	303	0.34	236
PF07362	CcdA	2212	0.38	190
PF07366	SnoaL	952	0.50	463
PF07369	DUF1488	42	0.28	321
PF07370	DUF1489	340	0.23	140
PF07371	DUF1490	978	0.28	56
PF07372	DUF1491	2276	0.23	148
PF07374	DUF1492	5273	0.34	88
PF07377	DUF1493	1250	0.39	133
PF07378	FlbT	498	0.25	120
PF07379	DUF1494	1297	0.18	55
PF07382	HC2	9	0.44	155
PF07383	DUF1496	207	0.14	185
PF07385	DUF1498	1077	0.38	139
PF07386	DUF1499	1452	0.45	315
PF07394	DUF1501	832	0.46	285
PF07395	Mig-14	174	0.23	92
PF07396	Porin_O_P	1060	0.48	301
PF07397	DUF1502	1369	0.37	16
PF07398	MDMPI_C	1463	0.33	131
PF07399	DUF1504	733	0.38	123
PF07408	DUF1507	362	0.18	250
PF07409	GP46	1893	0.38	115
PF07411	DUF1508	99	0.43	404
PF07417	Crl	444	0.15	205
PF07419	PilM	4982	0.33	41
PF07423	DUF1510	819	0.15	167
PF07424	TrbM	6622	0.33	21
PF07429	Glyco_transf_56	2718	0.46	210
PF07432	Hc1	80	0.43	82
PF07433	DUF1513	2243	0.29	143
PF07434	CblD	2798	0.23	54
PF07435	YycH	1021	0.30	302
PF07437	YfaZ	572	0.32	233
PF07438	DUF1514	3551	0.02	39
PF07441	BofA	4114	0.31	255
PF07444	Ycf66_N	292	0.27	73
PF07445	priB_priC	2275	0.32	271
PF07449	HyaE	2397	0.40	143
PF07450	HycH	438	0.37	166
PF07451	SpoVAD	1028	0.39	290
PF07452	CHRD	903	0.45	249
PF07453	NUMOD1	4458	0.33	27
PF07454	SpoIIP	550	0.39	284
PF07455	Psu	5009	0.09	52
PF07456	Hpre_diP_synt_I	1589	0.46	291
PF07457	DUF1516	660	0.26	244
PF07460	NUMOD3	1375	0.45	27
PF07463	NUMOD4	3383	0.41	96
PF07465	PsaM	66	0.27	61
PF07466	DUF1517	787	0.35	117
PF07470	Glyco_hydro_88	910	0.48	402
PF07471	Phage_Nu1	769	0.31	114
PF07472	PA-IIL	734	0.24	30
PF07475	Hpr_kinase_C	695	0.56	1063
PF07477	Glyco_hydro_67C	5454	0.47	141
PF07478	Dala_Dala_lig_C	84	0.50	2220
PF07479	NAD_Gly3P_dh_C	581	0.50	2198
PF07484	Collar	266	0.45	368
PF07485	DUF1529	1668	0.41	149
PF07486	Hydrolase_2	929	0.39	493
PF07487	SopE_GEF	31	0.24	43
PF07488	Glyco_hydro_67M	4772	0.47	141
PF07489	Tir_receptor_C	2215	0.03	13
PF07490	Tir_receptor_N	3294	0.03	13
PF07494	Reg_prop	2902	0.44	246
PF07495	Y_Y_Y	1344	0.46	250
PF07497	Rho_RNA_bind	39	0.50	1971
PF07498	Rho_N	28	0.50	1987
PF07499	RuvA_C	171	0.48	2155
PF07501	G5	79	0.44	590
PF07503	zf-HYPF	1011	0.44	665
PF07504	FTP	51	0.43	387
PF07505	Gp37_Gp68	647	0.45	222
PF07506	RepB	781	0.32	74
PF07508	Recombinase	734	0.50	892
PF07509	DUF1523	258	0.32	116
PF07510	DUF1524	455	0.49	772
PF07511	DUF1525	2222	0.25	100
PF07514	TraI_2	802	0.34	169
PF07515	DUF1528	801	0.28	144
PF07516	SecA_SW	186	0.57	2307
PF07517	SecA_DEAD	293	0.57	2308
PF07519	Tannase	2216	0.40	164
PF07520	SrfB	823	0.42	126
PF07521	RMMBL	303	0.56	1755
PF07523	Big_3	2817	0.40	263
PF07525	SOCS_box	6322	0.31	32
PF07531	TAFH	2339	0.28	27
PF07532	Big_4	5319	0.43	185
PF07535	zf-DBF	6330	0.00	1
PF07536	HWE_HK	527	0.38	178
PF07537	CamS	1698	0.29	284
PF07542	ATP12	1892	0.23	162
PF07548	ChlamPMP_M	34	0.07	53
PF07549	Sec_GG	139	0.50	1885
PF07552	Coat_X	4065	0.11	77
PF07554	FIVAR	2658	0.40	191
PF07555	NAGidase	3873	0.48	108
PF07559	FlaE	91	0.46	966
PF07560	DUF1539	738	0.06	27
PF07561	DUF1540	589	0.39	348
PF07564	DUF1542	2860	0.30	113
PF07566	DUF1543	1388	0.39	112
PF07568	HisKA_2	313	0.49	581
PF07577	DUF1547	35	0.07	53
PF07578	LAB_N	244	0.45	181
PF07579	DUF1548	737	0.38	33
PF07581	Glug	2443	0.42	87
PF07582	AP_endonuc_2_N	2440	0.46	437
PF07584	BatA	453	0.48	432
PF07591	PT-HINT	896	0.44	127
PF07592	DDE_Tnp_ISAZ013	251	0.43	47
PF07603	DUF1566	819	0.44	173
PF07608	DUF1571	2975	0.41	30
PF07609	DUF1572	3147	0.44	139
PF07610	DUF1573	203	0.48	101
PF07632	DUF1593	287	0.44	41
PF07634	RtxA	1510	0.14	16
PF07638	Sigma70_ECF	3249	0.45	89
PF07650	KH_2	22	0.50	2321
PF07653	SH3_2	938	0.40	102
PF07655	Secretin_N_2	4945	0.32	153
PF07659	DUF1599	425	0.43	101
PF07660	STN	415	0.47	737
PF07661	MORN_2	305	0.44	305
PF07662	Nucleos_tra2_C	349	0.46	864
PF07663	EIIBC-GUT_C	262	0.44	279
PF07664	FeoB_C	973	0.49	1298
PF07667	DUF1600	571	0.17	22
PF07669	Eco57I	798	0.48	320
PF07670	Gate	429	0.49	1586
PF07672	MFS_Mycoplasma	131	0.42	40
PF07673	DUF1602	215	0.50	301
PF07675	Cleaved_Adhesin	113	0.45	24
PF07676	PD40	133	0.48	1481
PF07681	DoxX	151	0.48	1413
PF07683	CobW_C	257	0.47	1313
PF07685	GATase_3	303	0.50	1335
PF07687	M20_dimer	1130	0.43	492
PF07688	KaiA	842	0.27	58
PF07689	KaiB	312	0.42	122
PF07690	MFS_1	96	0.50	2376
PF07691	PA14	1288	0.50	211
PF07693	KAP_NTPase	818	0.47	326
PF07694	5TM-5TMR_LYT	1153	0.50	681
PF07695	7TMR-DISM_7TM	1628	0.43	395
PF07696	7TMR-DISMED2	2298	0.41	333
PF07697	7TMR-HDED	1037	0.48	529
PF07698	7TM-7TMR_HD	921	0.48	575
PF07700	HNOB	2506	0.45	168
PF07702	UTRA	330	0.50	1545
PF07703	A2M_N_2	314	0.47	619
PF07704	PSK_trans_fac	706	0.35	102
PF07705	CARDB	1695	0.46	147
PF07710	P53_tetramer	4446	0.00	1
PF07714	Pkinase_Tyr	3582	0.39	43
PF07715	Plug	89	0.49	1177
PF07717	OB_NTP_bind	575	0.43	847
PF07719	TPR_2	18	0.50	1965
PF07720	TPR_3	118	0.40	201
PF07721	TPR_4	1163	0.45	178
PF07722	Peptidase_C26	712	0.50	1086
PF07724	AAA_2	75	0.61	2409
PF07726	AAA_3	279	0.49	1218
PF07728	AAA_5	173	0.50	1406
PF07729	FCD	188	0.50	1628
PF07730	HisKA_3	307	0.50	1666
PF07731	Cu-oxidase_2	351	0.47	956
PF07732	Cu-oxidase_3	305	0.47	1186
PF07733	DNA_pol3_alpha	272	0.61	2342
PF07736	CM_1	235	0.45	337
PF07737	ATLF	386	0.26	23
PF07739	TipAS	418	0.43	683
PF07743	HSCB_C	282	0.39	520
PF07745	Glyco_hydro_53	1363	0.44	246
PF07746	LigA	3683	0.34	116
PF07748	Glyco_hydro_38C	2192	0.47	471
PF07750	GcrA	313	0.33	178
PF07751	Abi_2	562	0.47	443
PF07755	DUF1611	519	0.44	141
PF07759	DUF1615	477	0.35	239
PF07764	Omega_Repress	3720	0.31	21
PF07768	PVL_ORF50	2693	0.29	34
PF07769	PsiF_repeat	383	0.36	295
PF07784	DUF1622	3108	0.43	158
PF07786	DUF1624	2849	0.46	476
PF07787	DUF1625	2518	0.42	22
PF07789	DUF1627	647	0.04	52
PF07791	DUF1629	948	0.28	17
PF07793	DUF1631	1328	0.31	121
PF07796	DUF1638	2188	0.39	90
PF07799	DUF1643	1472	0.38	200
PF07804	HipA_C	1197	0.46	664
PF07805	HipA_N	1199	0.46	612
PF07811	TadE	270	0.44	568
PF07812	TfuA	2343	0.35	90
PF07813	LTXXQ	227	0.46	580
PF07819	PGAP1	704	0.47	307
PF07824	Chaperone_III	190	0.06	31
PF07825	Exc	3267	0.25	106
PF07828	PA-IL	496	0.28	15
PF07831	PYNP_C	205	0.50	1223
PF07833	Cu_amine_oxidN1	4955	0.40	201
PF07835	COX4_pro_2	388	0.26	116
PF07836	DmpG_comm	576	0.41	294
PF07837	FTCD_N	782	0.48	130
PF07840	FadR_C	261	0.41	306
PF07843	DUF1634	398	0.44	187
PF07845	DUF1636	1250	0.33	103
PF07848	PaaX	3160	0.34	298
PF07849	DUF1641	90	0.44	283
PF07850	Renin_r	1852	0.01	11
PF07853	DUF1648	1151	0.50	504
PF07858	LEH	2271	0.34	101
PF07859	Abhydrolase_3	389	0.48	1461
PF07862	Nif11	90	0.39	87
PF07863	CtnDOT_TraJ	142	0.32	24
PF07864	DUF1651	326	0.27	23
PF07865	DUF1652	5229	0.05	28
PF07866	DUF1653	436	0.41	352
PF07867	DUF1654	1639	0.14	31
PF07869	DUF1656	965	0.34	448
PF07870	DUF1657	2238	0.30	146
PF07872	DUF1659	3185	0.39	197
PF07873	YabP	1036	0.39	292
PF07875	Coat_F	1218	0.39	265
PF07876	Dabb	604	0.48	440
PF07877	DUF1661	125	0.36	4
PF07878	DUF1662	96	0.17	22
PF07879	PHB_acc_N	131	0.40	307
PF07881	Fucose_iso_N1	1718	0.47	254
PF07882	Fucose_iso_N2	2031	0.47	257
PF07883	Cupin_2	110	0.50	1938
PF07884	VKOR	663	0.46	350
PF07885	Ion_trans_2	214	0.50	1272
PF07896	DUF1674	124	0.29	218
PF07901	DUF1672	2888	0.11	48
PF07905	PucR	2694	0.39	358
PF07906	Toxin_15	2884	0.07	85
PF07907	YibE_F	485	0.41	395
PF07908	D-aminoacyl_C	3555	0.50	329
PF07916	TraG_N	1679	0.37	197
PF07920	DUF1684	1494	0.44	163
PF07922	Glyco_transf_52	314	0.38	96
PF07927	YcfA	17	0.47	661
PF07929	PRiA4_ORF3	224	0.46	278
PF07930	DAP_B	132	0.12	18
PF07931	CPT	4935	0.36	116
PF07932	DAP_C	210	0.19	20
PF07934	OGG_N	2304	0.43	229
PF07940	Hepar_II_III	340	0.46	472
PF07943	PBP5_C	170	0.46	1297
PF07944	DUF1680	2399	0.46	314
PF07947	YhhN	1178	0.43	602
PF07949	YbbR	539	0.46	720
PF07958	DUF1688	1770	0.32	65
PF07963	N_methyl	54	0.46	979
PF07968	Leukocidin	1636	0.31	115
PF07969	Amidohydro_3	319	0.50	1256
PF07971	Glyco_hydro_92	1559	0.43	296
PF07972	Flavodoxin_NdrI	76	0.51	816
PF07973	tRNA_SAD	40	0.51	2343
PF07977	FabA	77	0.50	1954
PF07978	NIPSNAP	591	0.45	379
PF07979	Intimin_C	4937	0.07	30
PF07980	SusD	150	0.41	81
PF07987	DUF1775	2398	0.35	338
PF07991	IlvN	145	0.61	1872
PF07992	Pyr_redox_2	37	0.57	2469
PF07993	NAD_binding_4	618	0.46	539
PF07994	NAD_binding_5	669	0.47	343
PF07995	GSDH	207	0.46	1046
PF07996	T4SS	3371	0.33	84
PF07997	DUF1694	334	0.34	341
PF08000	bPH_1	472	0.45	399
PF08002	DUF1697	2651	0.44	474
PF08003	Methyltransf_9	1200	0.41	501
PF08006	DUF1700	1682	0.41	426
PF08007	Cupin_4	580	0.36	618
PF08013	Tagatose_6_P_K	94	0.41	288
PF08014	DUF1704	841	0.40	156
PF08019	DUF1705	305	0.41	554
PF08020	DUF1706	1531	0.41	252
PF08021	FAD_binding_9	644	0.43	587
PF08022	FAD_binding_8	2360	0.42	165
PF08028	Acyl-CoA_dh_2	850	0.41	532
PF08029	HisG_C	1570	0.46	773
PF08031	BBE	2632	0.42	407
PF08032	SpoU_sub_bind	113	0.52	2240
PF08041	PetM	127	0.27	71
PF08042	PqqA	14	0.36	235
PF08044	DUF1707	2865	0.40	196
PF08046	IlvGEDA_leader	631	0.09	186
PF08047	His_leader	273	0.09	178
PF08049	IlvB_leader	1072	0.09	154
PF08052	PyrBI_leader	3524	0.05	120
PF08053	Tna_leader	221	0.05	69
PF08054	Leu_leader	2288	0.31	180
PF08076	TetM_leader	70	0.34	49
PF08085	Entericidin	25	0.37	453
PF08123	DOT1	784	0.37	61
PF08124	Lyase_8_N	3236	0.42	216
PF08125	Mannitol_dh_C	498	0.46	981
PF08126	Propeptide_C25	98	0.42	13
PF08136	Ribosomal_S22	315	0.08	114
PF08139	LPAM_1	317	0.45	291
PF08141	SspH	596	0.26	176
PF08148	DSHCT	1322	0.35	356
PF08173	YbgT_YccB	72	0.34	474
PF08175	SspO	2361	0.15	130
PF08176	SspK	602	0.15	130
PF08177	SspN	973	0.15	130
PF08178	GnsAB	209	0.32	106
PF08179	SspP	4134	0.16	137
PF08183	SpoV	2388	0.21	148
PF08191	LRR_adjacent	1997	0.34	84
PF08206	OB_RNB	311	0.50	1560
PF08207	EFP_N	72	0.57	2300
PF08211	dCMP_cyt_deam_2	765	0.38	294
PF08212	Lipocalin_2	771	0.44	513
PF08213	DUF1713	17	0.38	322
PF08218	Citrate_ly_lig	4643	0.42	294
PF08220	HTH_DeoR	201	0.50	1593
PF08222	HTH_CodY	647	0.39	498
PF08223	PaaX_C	3195	0.37	350
PF08237	PE-PPE	1736	0.36	73
PF08238	Sel1	120	0.50	1121
PF08239	SH3_3	32	0.46	1445
PF08240	ADH_N	13	0.50	2110
PF08241	Methyltransf_11	259	0.50	2054
PF08242	Methyltransf_12	271	0.45	583
PF08244	Glyco_hydro_32C	1416	0.50	631
PF08245	Mur_ligase_M	258	0.50	2306
PF08254	Leader_Thr	438	0.09	144
PF08255	Leader_Trp	3082	0.07	130
PF08264	Anticodon_1	125	0.57	2373
PF08267	Meth_synt_1	355	0.58	420
PF08269	Cache_2	867	0.40	558
PF08270	PRD_Mga	2996	0.16	100
PF08272	Topo_Zn_Ribbon	228	0.32	374
PF08273	Prim_Zn_Ribbon	796	0.41	162
PF08274	PhnA_Zn_Ribbon	109	0.44	998
PF08275	Toprim_N	389	0.61	2292
PF08278	DnaG_DnaB_bind	292	0.37	660
PF08279	HTH_11	105	0.50	1579
PF08280	HTH_Mga	649	0.39	151
PF08281	Sigma70_r4_2	2	0.50	1834
PF08282	Hydrolase_3	162	0.57	2095
PF08288	PIGA	782	0.37	6
PF08291	Peptidase_M15_3	309	0.42	213
PF08298	AAA_PrkA	78	0.45	695
PF08299	Bac_DnaA_C	344	0.57	2306
PF08305	NPCBM	5125	0.46	123
PF08306	Glyco_hydro_98M	4495	0.30	46
PF08307	Glyco_hydro_98C	4494	0.30	46
PF08308	PEGA	75	0.48	237
PF08309	LVIVD	1315	0.45	94
PF08310	LGFP	296	0.38	152
PF08313	SCA7	2855	0.30	69
PF08323	Glyco_transf_5	232	0.49	1308
PF08326	ACC_central	1456	0.30	41
PF08327	AHSA1	320	0.48	862
PF08328	ASL_C	466	0.46	722
PF08331	DUF1730	960	0.50	1229
PF08332	CaMKII_AD	4370	0.39	108
PF08334	T2SG	356	0.49	588
PF08335	GlnD_UR_UTase	1057	0.46	1076
PF08338	DUF1731	215	0.48	1125
PF08340	DUF1732	753	0.50	1258
PF08343	RNR_N	16	0.51	822
PF08345	YscJ_FliF_C	588	0.46	1156
PF08346	AntA	3556	0.39	204
PF08348	PAS_6	697	0.41	584
PF08349	DUF1722	506	0.44	564
PF08351	DUF1726	1454	0.24	238
PF08352	oligo_HPY	75	0.49	2087
PF08353	DUF1727	877	0.40	620
PF08354	DUF1729	1136	0.22	148
PF08356	EF_assoc_2	3726	0.00	1
PF08357	SEFIR	2507	0.46	54
PF08359	TetR_C_4	127	0.45	366
PF08360	TetR_C_5	2954	0.36	145
PF08361	TetR_C_2	1642	0.38	388
PF08362	TetR_C_3	760	0.32	366
PF08364	IF2_assoc	156	0.32	725
PF08365	IGF2_C	1113	0.28	3
PF08367	M16C_assoc	755	0.42	246
PF08369	PCP_red	210	0.40	145
PF08376	NIT	2250	0.40	275
PF08378	NERD	747	0.46	607
PF08379	Bact_transglu_N	1325	0.45	563
PF08386	Abhydrolase_4	1352	0.35	244
PF08388	GIIM	829	0.48	477
PF08400	phage_tail_N	4469	0.07	94
PF08401	DUF1738	2393	0.43	229
PF08402	TOBE_2	276	0.50	1794
PF08406	CbbQ_C	1937	0.39	255
PF08410	DUF1737	443	0.35	164
PF08411	Exonuc_X-T_C	1683	0.43	480
PF08415	NRPS	717	0.36	328
PF08417	PaO	3091	0.31	47
PF08421	Methyltransf_13	564	0.42	231
PF08436	DXP_redisom_C	383	0.50	1805
PF08437	Glyco_transf_8C	1511	0.28	113
PF08439	Peptidase_M3_N	301	0.56	980
PF08442	ATP-grasp_2	41	0.61	1621
PF08443	RimK	163	0.47	781
PF08445	FR47	348	0.50	340
PF08446	PAS_2	1274	0.46	213
PF08447	PAS_3	213	0.50	1119
PF08448	PAS_4	193	0.50	1386
PF08450	SGL	663	0.45	807
PF08453	Peptidase_M9_N	412	0.33	159
PF08455	SNF2_assoc	189	0.45	493
PF08459	UvrC_HhH_N	718	0.50	2242
PF08460	SH3_5	3527	0.28	175
PF08461	HTH_12	392	0.38	425
PF08463	EcoEI_R_C	1176	0.54	487
PF08468	MTS_N	1204	0.31	369
PF08471	Ribonuc_red_2_N	676	0.45	252
PF08477	Miro	6734	0.44	50
PF08478	POTRA_1	174	0.50	1876
PF08479	POTRA_2	517	0.46	516
PF08481	GBS_Bsp-like	1996	0.31	84
PF08482	HrpB_C	2499	0.45	709
PF08483	IstB_IS21_ATP	4714	0.38	101
PF08484	Methyltransf_14	301	0.46	258
PF08485	Polysacc_syn_2C	2808	0.47	221
PF08486	SpoIID	292	0.45	657
PF08487	VIT	3514	0.45	149
PF08494	DEAD_assoc	1692	0.46	624
PF08495	FIST	1153	0.47	450
PF08496	Peptidase_S49_N	268	0.38	455
PF08497	Radical_SAM_N	707	0.50	584
PF08501	Shikimate_dh_N	788	0.50	2148
PF08502	LeuA_dimer	485	0.50	1755
PF08503	DapH_N	598	0.42	466
PF08511	COQ9	944	0.29	148
PF08521	2CSK_N	2218	0.40	325
PF08525	OapA_N	678	0.34	263
PF08529	NusA_N	116	0.56	2289
PF08530	PepX_C	909	0.50	783
PF08531	Bac_rhamnosid_N	3426	0.46	152
PF08532	Glyco_hydro_42M	1201	0.46	355
PF08533	Glyco_hydro_42C	5511	0.46	265
PF08534	Redoxin	37	0.50	1823
PF08535	KorB	354	0.50	905
PF08540	HMG_CoA_synt_C	287	0.40	391
PF08541	ACP_syn_III_C	286	0.50	2116
PF08543	Phos_pyr_kin	454	0.50	1971
PF08544	GHMP_kinases_C	68	0.50	2013
PF08545	ACP_syn_III	151	0.50	2121
PF08546	ApbA_C	255	0.47	1339
PF08547	CIA30	1794	0.42	158
PF08548	Peptidase_M10_C	191	0.32	111
PF08570	DUF1761	266	0.41	94
PF08592	DUF1772	3871	0.44	185
PF08608	Wyosine_form	993	0.15	100
PF08645	PNK3P	1104	0.42	168
PF08659	KR	783	0.45	505
PF08662	eIF2A	4685	0.30	76
PF08664	YcbB	2843	0.31	181
PF08665	PglZ	490	0.48	229
PF08666	SAF	391	0.50	1366
PF08667	BetR	824	0.36	95
PF08668	HDOD	1254	0.46	554
PF08669	GCV_T_C	103	0.50	1647
PF08670	MEKHLA	802	0.40	121
PF08671	SinI	904	0.16	123
PF08673	RsbU_N	628	0.27	147
PF08676	MutL_C	964	0.50	1813
PF08678	Rsbr_N	1216	0.13	77
PF08680	DUF1779	1559	0.39	213
PF08681	DUF1778	83	0.43	375
PF08682	DUF1780	3596	0.20	32
PF08695	Coa1	2303	0.41	38
PF08704	GCD14	2487	0.43	352
PF08706	D5_N	2598	0.47	368
PF08707	PriCT_2	4127	0.41	98
PF08708	PriCT_1	2497	0.44	184
PF08712	Nfu_N	536	0.46	508
PF08713	DNA_alkylation	1465	0.50	697
PF08719	DUF1768	2180	0.45	277
PF08721	Tn7_Tnp_TnsA_C	2976	0.42	109
PF08722	Tn7_Tnp_TnsA_N	2971	0.42	178
PF08741	YwhD	749	0.24	203
PF08748	DUF1789	4961	0.25	46
PF08750	CNP1	1063	0.22	97
PF08751	TrwC	1277	0.44	126
PF08753	NikR_C	337	0.44	383
PF08755	YccV-like	512	0.36	343
PF08756	YfkB	1895	0.25	201
PF08757	CotH	3122	0.46	315
PF08761	dUTPase_2	2236	0.52	290
PF08764	Coagulase	3187	0.17	47
PF08765	Mor	2065	0.46	251
PF08768	DUF1794	592	0.37	270
PF08769	Spo0A_C	178	0.39	297
PF08770	SoxZ	844	0.43	184
PF08774	VRR_NUC	577	0.42	430
PF08780	NTase_sub_bind	2283	0.47	230
PF08786	DUF1795	880	0.35	242
PF08787	Alginate_lyase2	2475	0.41	80
PF08794	Lipoprot_C	2130	0.25	28
PF08795	DUF1796	4767	0.38	126
PF08796	DUF1797	219	0.25	313
PF08797	HIRAN	674	0.45	181
PF08798	CRISPR_assoc	1054	0.37	243
PF08802	CytB6-F_Fe-S	108	0.32	120
PF08803	ydhR	812	0.35	216
PF08805	PilS	3602	0.34	68
PF08807	DUF1798	1572	0.15	214
PF08808	RES	206	0.45	509
PF08809	DUF1799	4963	0.29	66
PF08810	KapB	670	0.17	178
PF08811	DUF1800	2007	0.46	259
PF08812	YtxC	475	0.39	258
PF08813	Phage_tail_3	521	0.34	74
PF08816	Ivy	788	0.29	179
PF08817	YukD	619	0.43	312
PF08818	DUF1801	228	0.46	591
PF08819	DUF1802	1235	0.43	110
PF08821	CGGC	1163	0.41	62
PF08822	DUF1804	791	0.32	42
PF08827	DUF1805	5817	0.35	143
PF08830	DUF1806	547	0.29	196
PF08837	DUF1810	2568	0.42	203
PF08838	DUF1811	2206	0.22	196
PF08840	BAAT_C	2002	0.43	133
PF08841	DDR	3303	0.40	130
PF08842	Mfa2	166	0.40	17
PF08843	DUF1814	426	0.47	638
PF08844	DUF1815	100	0.27	57
PF08845	SymE_toxin	520	0.42	206
PF08846	DUF1816	179	0.27	70
PF08847	DUF1817	766	0.27	66
PF08848	DUF1818	574	0.27	70
PF08850	DUF1820	1068	0.34	141
PF08852	DUF1822	2591	0.27	40
PF08853	DUF1823	1753	0.27	65
PF08854	DUF1824	1693	0.27	63
PF08855	DUF1825	265	0.27	72
PF08856	DUF1826	2553	0.38	91
PF08857	ParBc_2	3342	0.31	113
PF08858	IDEAL	318	0.25	263
PF08859	DGC	2209	0.39	95
PF08861	DUF1828	3100	0.40	128
PF08862	DUF1829	3044	0.40	84
PF08863	YolD	1443	0.42	241
PF08864	UPF0302	1580	0.25	240
PF08865	DUF1830	455	0.27	68
PF08867	FRG	2866	0.44	195
PF08868	YugN	1189	0.17	146
PF08872	KGK	189	0.27	39
PF08873	DUF1834	845	0.31	47
PF08874	DUF1835	2139	0.40	228
PF08875	DUF1833	3292	0.29	54
PF08876	DUF1836	1766	0.39	371
PF08877	MepB	1925	0.42	249
PF08878	DUF1837	2377	0.43	98
PF08879	WRC	4123	0.34	9
PF08882	Acetone_carb_G	187	0.37	91
PF08883	DOPA_dioxygen	1740	0.32	129
PF08884	Flagellin_D3	2	0.06	41
PF08885	GSCFA	1431	0.41	110
PF08886	GshA	796	0.35	166
PF08887	GAD-like	2603	0.38	69
PF08888	HopJ	1313	0.41	127
PF08889	WbqC	1306	0.44	241
PF08890	XkdN	1263	0.39	105
PF08891	YfcL	850	0.19	248
PF08892	YqcI_YcgG	835	0.39	195
PF08895	DUF1840	181	0.26	150
PF08896	DUF1842	29	0.36	30
PF08897	DUF1841	2625	0.33	193
PF08900	DUF1845	1780	0.26	111
PF08901	DUF1847	2388	0.42	91
PF08902	DUF1848	4816	0.42	143
PF08903	DUF1846	2221	0.43	231
PF08904	DUF1849	1372	0.22	114
PF08905	DUF1850	2619	0.40	137
PF08906	DUF1851	6152	0.41	77
PF08907	DUF1853	1804	0.41	174
PF08908	DUF1852	662	0.33	152
PF08918	PhoQ_Sensor	616	0.20	191
PF08921	DUF1904	1382	0.41	139
PF08922	DUF1905	1982	0.45	187
PF08924	DUF1906	1071	0.36	238
PF08928	DUF1910	4238	0.41	62
PF08929	DUF1911	4237	0.40	74
PF08936	CsoSCA	1221	0.32	42
PF08937	DUF1863	1496	0.43	175
PF08940	DUF1918	229	0.28	103
PF08943	CsiD	1468	0.33	147
PF08946	Osmo_CC	374	0.26	181
PF08950	DUF1861	3980	0.32	69
PF08951	EntA_Immun	2672	0.31	177
PF08955	BofC_C	2425	0.27	144
PF08956	DUF1869	4189	0.09	120
PF08958	DUF1871	1975	0.30	153
PF08962	DUF1876	64	0.15	84
PF08963	DUF1878	2202	0.29	128
PF08965	DUF1870	5693	0.30	98
PF08966	DUF1882	1291	0.24	79
PF08968	DUF1885	3279	0.17	95
PF08970	Sda	3014	0.17	144
PF08971	GlgS	260	0.07	147
PF08974	DUF1877	1563	0.44	175
PF08975	2H-phosphodiest	4486	0.32	76
PF08977	BOFC_N	2234	0.15	129
PF08980	DUF1883	862	0.38	110
PF08982	DUF1857	1817	0.36	73
PF08984	DUF1858	1306	0.48	307
PF08986	DUF1889	453	0.05	103
PF08988	DUF1895	1668	0.19	15
PF08989	DUF1896	1988	0.32	19
PF08990	Docking	155	0.28	88
PF08992	QH-AmDH_gamma	5316	0.31	26
PF09000	Cytotoxic	2033	0.33	43
PF09002	DUF1887	1480	0.43	91
PF09003	Phage_integ_N	2901	0.25	120
PF09009	Exotox-A_cataly	6380	0.00	7
PF09012	FeoC	1332	0.39	288
PF09015	NgoMIV_restric	1334	0.34	14
PF09021	HutP	355	0.35	207
PF09022	Staphostatin_A	2912	0.02	43
PF09023	Staphostatin_B	3032	0.03	40
PF09025	YopR_core	1782	0.18	11
PF09035	Tn916-Xis	4940	0.46	77
PF09037	Sulphotransf	2853	0.43	109
PF09043	Lys-AminoMut_A	584	0.44	87
PF09048	Cro	125	0.32	32
PF09052	SipA	436	0.22	31
PF09053	CagZ	1043	0.01	41
PF09055	Sod_Ni	95	0.43	101
PF09059	TyeA	2241	0.30	26
